breath_id,time_step,u_in,pressure
1900,0.0,0.0,6.470211014130073
1900,0.0334997177124023,3.936073258156072,5.626585268715476
1900,0.0673630237579345,2.860450432752462,6.8217217413861535
1900,0.1010031700134277,2.923722363658551,6.751419595934944
1900,0.1347198486328125,2.5440907782219897,7.173232468642234
1900,0.1683487892150879,2.3542749855037086,7.384138904995879
1900,0.202214241027832,2.3542749855037086,7.384138904995879
1900,0.2361304759979248,1.6582837455366606,8.157462504959266
1900,0.2699549198150635,1.8480995382549548,7.946556068605606
1900,0.3035762310028076,1.468467952818379,8.368368941312912
1900,0.3373241424560547,1.5950118146305714,8.227764650410476
1900,0.3708505630493164,0.962292505569625,8.930786104922639
1900,0.4046909809112549,1.21538022919401,8.649577523117767
1900,0.4382154941558838,0.8990205746635231,9.001088250373863
1900,0.4718251228332519,1.0888363673818175,8.790181814020203
1900,0.5053188800811768,0.8990205746635231,9.001088250373863
1900,0.5388855934143066,1.0255644364757142,8.860483959471429
1900,0.5724265575408936,0.7724767128513307,9.1416925412763
1900,0.6060419082641602,0.8990205746635231,9.001088250373863
1900,0.6396727561950684,0.8990205746635231,9.001088250373863
1900,0.6735637187957764,0.8990205746635231,9.001088250373863
1900,0.7071759700775146,0.8357486437574341,9.071390395825071
1900,0.7408368587493896,0.8357486437574341,9.071390395825071
1900,0.774766206741333,0.8990205746635231,9.001088250373863
1900,0.8087379932403564,0.8990205746635231,9.001088250373863
1900,0.8422935009002686,0.8990205746635231,9.001088250373863
1900,0.8758163452148438,0.962292505569625,8.930786104922639
1900,0.9097011089324952,0.8990205746635231,9.001088250373863
1900,0.9436922073364258,0.8990205746635231,9.001088250373863
1900,0.9775631427764891,0.962292505569625,8.930786104922639
1900,1.0112252235412598,0.0,8.930786104922639
1900,1.0450432300567627,0.0,8.790181814020203
1900,1.0785853862762451,0.0,7.102930323191009
1900,1.1123852729797363,0.0,6.751419595934944
1900,1.1460208892822266,0.0,6.118700286873992
1900,1.1795895099639893,0.0,5.907793850520346
1900,1.213219404220581,0.0,5.9780959959715565
1900,1.246753454208374,0.0,5.837491705069121
1900,1.2807092666625977,0.0,5.907793850520346
1900,1.3144166469573977,0.0,5.767189559617911
1900,1.3480453491210938,0.0,5.696887414166685
1900,1.3818063735961914,0.0,5.55628312326425
1900,1.4156718254089355,0.0,5.55628312326425
1900,1.4495947360992432,0.0,5.485980977813056
1900,1.4832792282104492,0.0,5.485980977813056
1900,1.5169014930725098,0.5437430853020375,5.41567883236183
1900,1.550703525543213,1.2366896040469495,5.55628312326425
1900,1.5843112468719482,1.8187939437319056,5.626585268715476
1900,1.618349552154541,2.316642359066037,6.118700286873992
1900,1.6521897315979004,2.734335792619598,6.259304577776412
1900,1.68603777885437,3.087086011334152,6.681117450483718
1900,1.7200665473937988,3.386373895612952,6.962326032288589
1900,1.75378680229187,3.636734927901287,6.892023886837379
1900,1.787545919418335,3.848475144769017,7.173232468642234
1900,1.8213248252868648,4.027424434512211,5.626585268715476
1900,1.8551552295684812,4.178776128829032,6.681117450483718
1900,1.8888053894042969,4.305949340536471,6.892023886837379
1900,1.9224107265472408,4.413297270347664,6.259304577776412
1900,1.956171989440918,4.5044283454031975,6.610815305032508
1900,1.9899110794067385,4.58135784730083,6.8217217413861535
1900,2.0237810611724854,4.646576662297425,5.767189559617911
1900,2.0576977729797363,4.701704968207786,6.259304577776412
1900,2.091282367706299,4.747815726916746,6.189002432325218
1900,2.1248371601104736,4.786766864361813,6.048398141422782
1900,2.158642053604126,4.819927124437898,6.399908868678847
1900,2.1924479007720947,4.84793129925065,6.329606723227637
1900,2.226097822189331,4.871480224136755,6.118700286873992
1900,2.2599942684173584,4.891516231889303,6.540513159581282
1900,2.293727159500122,4.908353745711836,6.189002432325218
1900,2.327669858932495,4.922659124477806,6.189002432325218
1900,2.3612282276153564,4.9346059835208855,6.470211014130073
1900,2.3948025703430176,4.9447118251400815,6.118700286873992
1900,2.428602933883667,4.953308728949787,6.329606723227637
1900,2.462271213531494,4.960542827880167,6.470211014130073
1900,2.496028423309326,4.96667093681504,6.118700286873992
1900,2.529671669006348,4.97183124017697,6.399908868678847
1900,2.563550472259521,4.976220602847484,6.259304577776412
1900,2.5971524715423584,4.979898196377589,6.048398141422782
1900,2.630849599838257,4.983015113792232,6.470211014130073
1900,2.6644656658172607,4.985642914662062,6.259304577776412
1902,0.0,64.55822841154854,5.837491705069121
